sender,recipient,time,keyword_flag,subject_len,sentiment
user3483@company.com,user1510@company.com,2023-01-01 12:40:00,0,7,0
user1664@company.com,user8945@company.com,2023-01-01 07:36:00,1,12,0
user1145@company.com,user2559@company.com,2023-01-01 11:59:00,0,7,0
user2529@company.com,user1012@company.com,2023-01-01 08:35:00,1,7,0
user3792@company.com,user5318@company.com,2023-01-01 18:46:00,0,7,0
user7776@company.com,user3680@company.com,2023-01-01 07:49:00,0,7,0
user8532@company.com,user885@company.com,2023-01-01 13:20:00,1,12,0
user2389@company.com,user7909@company.com,2023-01-01 10:33:00,0,14,0
user1695@company.com,user6820@company.com,2023-01-01 18:21:00,0,7,0
user5025@company.com,user5922@company.com,2023-01-01 13:12:00,0,7,0
user4106@company.com,user5670@company.com,2023-01-01 11:47:00,0,14,0
user5890@company.com,user3708@company.com,2023-01-01 13:00:00,1,12,0
user5361@company.com,user6915@company.com,2023-01-01 15:06:00,1,7,0
user4274@company.com,user137@company.com,2023-01-01 16:33:00,1,7,0
user2583@company.com,user1581@company.com,2023-01-01 14:45:00,1,12,0
user2981@company.com,user9275@company.com,2023-01-01 13:08:00,0,7,0
user9476@company.com,user3044@company.com,2023-01-01 10:46:00,1,7,0
user6753@company.com,user7875@company.com,2023-01-01 08:34:00,1,7,0
user4460@company.com,user6831@company.com,2023-01-01 08:42:00,1,12,0
user3107@company.com,user2300@company.com,2023-01-01 14:19:00,0,7,0
user416@company.com,user7275@company.com,2023-01-01 13:46:00,1,12,0
user7310@company.com,user4131@company.com,2023-01-01 17:00:00,0,14,0
user1631@company.com,user8505@company.com,2023-01-01 18:59:00,1,7,0
user7606@company.com,user6989@company.com,2023-01-01 13:37:00,0,7,0
user5992@company.com,user3131@company.com,2023-01-01 12:36:00,1,12,0
user385@company.com,user7271@company.com,2023-01-01 08:09:00,1,7,0
user876@company.com,user9012@company.com,2023-01-01 11:42:00,1,12,0
user6269@company.com,user5877@company.com,2023-01-01 18:09:00,0,14,0
user5687@company.com,user6251@company.com,2023-01-01 09:11:00,1,7,0
user7440@company.com,user2048@company.com,2023-01-01 15:03:00,0,7,0
user8450@company.com,user8649@company.com,2023-01-01 08:51:00,1,7,0
user3921@company.com,user7476@company.com,2023-01-01 08:03:00,1,7,0
user5195@company.com,user8570@company.com,2023-01-01 09:24:00,0,14,0
user9696@company.com,user6589@company.com,2023-01-01 18:02:00,0,14,0
user7453@company.com,user5168@company.com,2023-01-01 07:29:00,0,7,0
user7439@company.com,user5507@company.com,2023-01-01 19:55:00,0,7,0
user2637@company.com,user1214@company.com,2023-01-01 14:32:00,0,14,0
user6763@company.com,user6709@company.com,2023-01-01 14:28:00,1,7,0
user8207@company.com,user1152@company.com,2023-01-01 15:37:00,0,7,0
user186@company.com,user1100@company.com,2023-01-01 13:12:00,1,12,0
user8230@company.com,user4450@company.com,2023-01-01 09:55:00,1,12,0
user3956@company.com,user3471@company.com,2023-01-01 13:05:00,0,7,0
user9607@company.com,user1551@company.com,2023-01-01 10:20:00,1,7,0
user9765@company.com,user7136@company.com,2023-01-01 12:29:00,0,7,0
user7625@company.com,user2372@company.com,2023-01-01 15:31:00,0,7,0
user1842@company.com,user8261@company.com,2023-01-01 19:57:00,1,7,0
user1875@company.com,user4986@company.com,2023-01-01 14:24:00,0,7,0
user3887@company.com,user8345@company.com,2023-01-01 07:10:00,1,12,0
user8001@company.com,user950@company.com,2023-01-01 19:54:00,0,7,0
user4742@company.com,user6672@company.com,2023-01-01 08:35:00,1,12,0
user7574@company.com,user7928@company.com,2023-01-01 08:56:00,1,12,0
user4563@company.com,user1191@company.com,2023-01-01 15:07:00,1,7,0
user6881@company.com,user852@company.com,2023-01-01 11:56:00,0,7,0
user9481@company.com,user1427@company.com,2023-01-01 09:37:00,0,7,0
user7033@company.com,user3279@company.com,2023-01-01 19:09:00,0,7,0
user8499@company.com,user484@company.com,2023-01-01 18:42:00,0,7,0
user9942@company.com,user7339@company.com,2023-01-01 16:51:00,0,7,0
user75@company.com,user1198@company.com,2023-01-01 10:48:00,1,7,0
user7959@company.com,user2473@company.com,2023-01-01 18:52:00,0,14,0
user9254@company.com,user7111@company.com,2023-01-01 14:58:00,0,7,0
user8819@company.com,user6914@company.com,2023-01-01 13:30:00,1,7,0
user1107@company.com,user7064@company.com,2023-01-01 12:13:00,1,12,0
user6356@company.com,user7494@company.com,2023-01-01 07:15:00,0,7,0
user2836@company.com,user7881@company.com,2023-01-01 11:39:00,0,7,0
user1407@company.com,user4865@company.com,2023-01-01 10:34:00,0,7,0
user7249@company.com,user5231@company.com,2023-01-01 07:21:00,0,7,0
user228@company.com,user9019@company.com,2023-01-01 17:12:00,0,7,0
user6158@company.com,user606@company.com,2023-01-01 08:18:00,1,12,0
user8025@company.com,user1833@company.com,2023-01-01 12:04:00,0,14,0
user8845@company.com,user9191@company.com,2023-01-01 15:35:00,0,7,0
user7997@company.com,user860@company.com,2023-01-01 10:10:00,0,7,0
user4861@company.com,user8286@company.com,2023-01-01 16:04:00,0,7,0
user6171@company.com,user639@company.com,2023-01-01 11:56:00,0,7,0
user7359@company.com,user4387@company.com,2023-01-01 12:23:00,1,12,0
user6473@company.com,user7149@company.com,2023-01-01 19:58:00,0,7,0
user9335@company.com,user4970@company.com,2023-01-01 07:34:00,0,14,0
user9356@company.com,user2135@company.com,2023-01-01 14:21:00,0,7,0
user4491@company.com,user8536@company.com,2023-01-01 09:31:00,1,12,0
user6044@company.com,user9714@company.com,2023-01-01 11:57:00,1,12,0
user9890@company.com,user3048@company.com,2023-01-01 09:29:00,0,14,0
user1362@company.com,user9682@company.com,2023-01-01 09:16:00,1,12,0
user7591@company.com,user5817@company.com,2023-01-01 16:20:00,1,12,0
user6274@company.com,user3368@company.com,2023-01-01 10:30:00,0,14,0
user1170@company.com,user9842@company.com,2023-01-01 10:20:00,0,14,0
user7599@company.com,user503@company.com,2023-01-01 15:29:00,0,14,0
user6821@company.com,user5134@company.com,2023-01-01 07:33:00,0,14,0
user7664@company.com,user812@company.com,2023-01-01 10:51:00,1,12,0
user6479@company.com,user1119@company.com,2023-01-01 10:20:00,0,7,0
user4717@company.com,user2502@company.com,2023-01-01 15:06:00,1,12,0
user9508@company.com,user4509@company.com,2023-01-01 12:15:00,0,7,0
user4242@company.com,user5156@company.com,2023-01-01 12:19:00,0,7,0
user7610@company.com,user2188@company.com,2023-01-01 11:17:00,1,12,0
user5666@company.com,user3323@company.com,2023-01-01 19:39:00,0,7,0
user7336@company.com,user9546@company.com,2023-01-01 18:47:00,0,7,0
user553@company.com,user1472@company.com,2023-01-01 11:56:00,0,7,0
user2428@company.com,user2752@company.com,2023-01-01 10:30:00,0,7,0
user2950@company.com,user6016@company.com,2023-01-01 17:36:00,0,7,0
user6245@company.com,user8745@company.com,2023-01-01 13:42:00,1,7,0
user137@company.com,user6218@company.com,2023-01-01 13:01:00,0,14,0
user1404@company.com,user6587@company.com,2023-01-01 12:21:00,0,7,0
user6534@company.com,user5798@company.com,2023-01-01 08:05:00,1,7,0
user478@company.com,user3897@company.com,2023-01-01 12:23:00,1,7,0
user9053@company.com,user1687@company.com,2023-01-01 19:54:00,0,7,0
user916@company.com,user840@company.com,2023-01-01 13:25:00,0,14,0
user5825@company.com,user6937@company.com,2023-01-01 17:48:00,1,12,0
user7866@company.com,user3044@company.com,2023-01-01 17:06:00,0,7,0
user7149@company.com,user291@company.com,2023-01-01 07:34:00,1,7,0
user3504@company.com,user8847@company.com,2023-01-01 07:58:00,0,14,0
user6965@company.com,user4025@company.com,2023-01-01 18:38:00,0,7,0
user3834@company.com,user8095@company.com,2023-01-01 15:08:00,0,7,0
user6913@company.com,user9586@company.com,2023-01-01 18:07:00,0,14,0
user9885@company.com,user8184@company.com,2023-01-01 17:33:00,1,12,0
user2768@company.com,user1063@company.com,2023-01-01 16:06:00,1,12,0
user3243@company.com,user109@company.com,2023-01-01 18:42:00,0,7,0
user1805@company.com,user7079@company.com,2023-01-01 12:05:00,1,12,0
user8906@company.com,user688@company.com,2023-01-01 07:17:00,1,12,0
user3017@company.com,user1668@company.com,2023-01-01 12:12:00,1,7,0
user7730@company.com,user523@company.com,2023-01-01 07:39:00,0,7,0
user5413@company.com,user8333@company.com,2023-01-01 14:56:00,0,14,0
user7944@company.com,user961@company.com,2023-01-01 09:00:00,0,14,0
user5757@company.com,user5368@company.com,2023-01-01 17:23:00,0,14,0
user1780@company.com,user8906@company.com,2023-01-01 14:33:00,0,7,0
user194@company.com,user934@company.com,2023-01-01 17:20:00,0,7,0
user9657@company.com,user9925@company.com,2023-01-01 19:16:00,0,7,0
user3685@company.com,user2148@company.com,2023-01-01 12:22:00,1,7,0
user3310@company.com,user3225@company.com,2023-01-01 11:38:00,0,7,0
user3452@company.com,user2853@company.com,2023-01-01 17:50:00,0,14,0
user2836@company.com,user4954@company.com,2023-01-01 10:50:00,0,14,0
user2311@company.com,user5424@company.com,2023-01-01 15:42:00,0,7,0
user4033@company.com,user272@company.com,2023-01-01 10:25:00,0,14,0
user3914@company.com,user2214@company.com,2023-01-01 09:31:00,1,12,0
user9497@company.com,user241@company.com,2023-01-01 11:52:00,1,12,0
user4320@company.com,user4885@company.com,2023-01-01 14:57:00,0,7,0
user196@company.com,user9914@company.com,2023-01-01 17:46:00,0,7,0
user1670@company.com,user1983@company.com,2023-01-01 07:53:00,1,12,0
user9115@company.com,user219@company.com,2023-01-01 19:46:00,0,7,0
user7996@company.com,user6869@company.com,2023-01-01 13:30:00,0,7,0
user4997@company.com,user5564@company.com,2023-01-01 10:59:00,0,7,0
user4756@company.com,user3133@company.com,2023-01-01 18:15:00,1,7,0
user7537@company.com,user8395@company.com,2023-01-01 11:14:00,1,12,0
user646@company.com,user1144@company.com,2023-01-01 17:04:00,0,7,0
user752@company.com,user3264@company.com,2023-01-01 10:47:00,1,12,0
user1369@company.com,user3353@company.com,2023-01-01 13:13:00,1,12,0
user5345@company.com,user394@company.com,2023-01-01 13:01:00,1,7,0
user986@company.com,user3616@company.com,2023-01-01 10:46:00,1,7,0
user1598@company.com,user1846@company.com,2023-01-01 13:15:00,1,12,0
user9116@company.com,user4713@company.com,2023-01-01 12:43:00,1,12,0
user3850@company.com,user6759@company.com,2023-01-01 19:55:00,0,7,0
user5754@company.com,user3951@company.com,2023-01-01 07:15:00,1,7,0
user2059@company.com,user7094@company.com,2023-01-01 19:55:00,0,14,0
user2766@company.com,user7218@company.com,2023-01-01 10:11:00,0,7,0
user6578@company.com,user9976@company.com,2023-01-01 09:56:00,1,12,0
user2212@company.com,user8480@company.com,2023-01-01 14:01:00,0,7,0
user3022@company.com,user9901@company.com,2023-01-01 11:47:00,0,14,0
user267@company.com,user9625@company.com,2023-01-01 18:31:00,1,7,0
user1332@company.com,user1143@company.com,2023-01-01 07:49:00,0,7,0
user9316@company.com,user3885@company.com,2023-01-01 16:40:00,1,7,0
user186@company.com,user9417@company.com,2023-01-01 19:50:00,0,7,0
user6765@company.com,user5767@company.com,2023-01-01 13:29:00,0,7,0
user9311@company.com,user5871@company.com,2023-01-01 17:24:00,1,7,0
user5816@company.com,user9935@company.com,2023-01-01 17:33:00,0,14,0
user7237@company.com,user1050@company.com,2023-01-01 10:56:00,0,14,0
user3641@company.com,user2637@company.com,2023-01-01 16:09:00,0,7,0
user4782@company.com,user4886@company.com,2023-01-01 09:46:00,0,7,0
user1759@company.com,user3474@company.com,2023-01-01 15:18:00,0,7,0
user3565@company.com,user2094@company.com,2023-01-01 08:49:00,0,7,0
user3774@company.com,user612@company.com,2023-01-01 07:41:00,0,14,0
user4741@company.com,user2714@company.com,2023-01-01 16:21:00,1,12,0
user24@company.com,user3112@company.com,2023-01-01 07:48:00,0,7,0
user9769@company.com,user3257@company.com,2023-01-01 17:00:00,0,7,0
user5541@company.com,user8253@company.com,2023-01-01 14:41:00,0,7,0
user433@company.com,user2782@company.com,2023-01-01 07:49:00,1,12,0
user5826@company.com,user2510@company.com,2023-01-01 07:01:00,0,7,0
user5335@company.com,user5853@company.com,2023-01-01 13:38:00,0,7,0
user1374@company.com,user8380@company.com,2023-01-01 13:00:00,1,12,0
user2656@company.com,user3651@company.com,2023-01-01 17:50:00,0,14,0
user4353@company.com,user3962@company.com,2023-01-01 15:30:00,1,7,0
user4943@company.com,user3785@company.com,2023-01-01 14:54:00,0,7,0
user115@company.com,user5744@company.com,2023-01-01 10:22:00,0,7,0
user6878@company.com,user2165@company.com,2023-01-01 14:26:00,0,7,0
user235@company.com,user574@company.com,2023-01-01 18:37:00,1,12,0
user6258@company.com,user3758@company.com,2023-01-01 19:40:00,0,7,0
user5330@company.com,user2248@company.com,2023-01-01 14:42:00,0,7,0
user9949@company.com,user7208@company.com,2023-01-01 13:31:00,1,7,0
user9001@company.com,user8984@company.com,2023-01-01 08:14:00,0,7,0
user1551@company.com,user4494@company.com,2023-01-01 09:55:00,0,14,0
user3785@company.com,user8175@company.com,2023-01-01 12:49:00,1,12,0
user5081@company.com,user1026@company.com,2023-01-01 19:19:00,0,7,0
user1146@company.com,user4871@company.com,2023-01-01 07:06:00,0,7,0
user9656@company.com,user8653@company.com,2023-01-01 15:30:00,0,7,0
user5058@company.com,user2651@company.com,2023-01-01 16:23:00,0,7,0
user3312@company.com,user7569@company.com,2023-01-01 08:32:00,0,7,0
user4188@company.com,user3071@company.com,2023-01-01 15:56:00,1,7,0
user195@company.com,user8796@company.com,2023-01-01 18:40:00,0,7,0
user8298@company.com,user6011@company.com,2023-01-01 13:43:00,0,7,0
user8221@company.com,user133@company.com,2023-01-01 09:42:00,0,7,0
user5500@company.com,user2435@company.com,2023-01-01 08:09:00,0,14,0
user801@company.com,user4700@company.com,2023-01-01 17:05:00,1,12,0
user4374@company.com,user9081@company.com,2023-01-01 18:23:00,0,14,0
user6028@company.com,user5767@company.com,2023-01-01 16:54:00,1,12,0
user4288@company.com,user8854@company.com,2023-01-01 14:52:00,0,14,0
user3086@company.com,user2219@company.com,2023-01-01 08:33:00,1,12,0
user245@company.com,user3916@company.com,2023-01-01 16:23:00,0,14,0
user8980@company.com,user9023@company.com,2023-01-01 15:33:00,1,7,0
user2698@company.com,user3797@company.com,2023-01-01 17:54:00,1,7,0
user4343@company.com,user144@company.com,2023-01-01 09:46:00,0,14,0
user6748@company.com,user9425@company.com,2023-01-01 15:44:00,0,14,0
user6973@company.com,user9041@company.com,2023-01-01 08:14:00,1,7,0
user6383@company.com,user3343@company.com,2023-01-01 17:45:00,1,12,0
user2398@company.com,user2341@company.com,2023-01-01 11:43:00,1,7,0
user7090@company.com,user3009@company.com,2023-01-01 13:21:00,1,7,0
user6743@company.com,user1994@company.com,2023-01-01 12:42:00,1,12,0
user7384@company.com,user2103@company.com,2023-01-01 19:57:00,0,7,0
user5538@company.com,user5642@company.com,2023-01-01 08:30:00,0,7,0
user7560@company.com,user4597@company.com,2023-01-01 18:35:00,1,7,0
user7461@company.com,user9751@company.com,2023-01-01 17:11:00,1,12,0
user703@company.com,user5789@company.com,2023-01-01 16:38:00,1,7,0
user4559@company.com,user6192@company.com,2023-01-01 08:28:00,0,7,0
user5167@company.com,user3712@company.com,2023-01-01 13:03:00,1,12,0
user8199@company.com,user4702@company.com,2023-01-01 11:31:00,0,14,0
user6918@company.com,user8017@company.com,2023-01-01 11:00:00,0,7,0
user1040@company.com,user2571@company.com,2023-01-01 13:01:00,0,7,0
user8311@company.com,user7459@company.com,2023-01-01 17:03:00,0,14,0
user7332@company.com,user1065@company.com,2023-01-01 08:01:00,1,12,0
user4855@company.com,user8335@company.com,2023-01-01 07:57:00,0,7,0
user3185@company.com,user2375@company.com,2023-01-01 12:43:00,0,7,0
user6503@company.com,user9227@company.com,2023-01-01 16:51:00,0,7,0
user263@company.com,user1016@company.com,2023-01-01 19:34:00,0,7,0
user1618@company.com,user4664@company.com,2023-01-01 15:19:00,0,7,0
user9898@company.com,user5093@company.com,2023-01-01 13:43:00,1,7,0
user4295@company.com,user1208@company.com,2023-01-01 18:04:00,0,7,0
user4544@company.com,user2860@company.com,2023-01-01 09:38:00,1,12,0
user969@company.com,user6955@company.com,2023-01-01 19:39:00,0,14,0
user4091@company.com,user9114@company.com,2023-01-01 09:50:00,0,14,0
user7767@company.com,user2597@company.com,2023-01-01 18:49:00,0,7,0
user5126@company.com,user2364@company.com,2023-01-01 18:04:00,0,7,0
user6748@company.com,user7055@company.com,2023-01-01 14:33:00,0,7,0
user3472@company.com,user9512@company.com,2023-01-01 13:30:00,1,7,0
user7045@company.com,user7441@company.com,2023-01-01 13:45:00,1,7,0
user9582@company.com,user4764@company.com,2023-01-01 17:56:00,0,7,0
user6509@company.com,user3673@company.com,2023-01-01 14:35:00,1,12,0
user8674@company.com,user5728@company.com,2023-01-01 12:37:00,1,12,0
user1801@company.com,user1320@company.com,2023-01-01 19:33:00,0,7,0
user7888@company.com,user2146@company.com,2023-01-01 11:45:00,0,7,0
user1864@company.com,user8687@company.com,2023-01-01 18:28:00,0,14,0
user7102@company.com,user3261@company.com,2023-01-01 10:30:00,0,7,0
user7468@company.com,user4288@company.com,2023-01-01 14:09:00,1,12,0
user7256@company.com,user3469@company.com,2023-01-01 09:53:00,1,12,0
user8502@company.com,user1794@company.com,2023-01-01 10:26:00,0,14,0
user5518@company.com,user3641@company.com,2023-01-01 13:19:00,0,14,0
user7916@company.com,user6420@company.com,2023-01-01 09:02:00,0,7,0
user8825@company.com,user2534@company.com,2023-01-01 18:01:00,1,12,0
user5038@company.com,user9622@company.com,2023-01-01 12:45:00,0,7,0
user6696@company.com,user2976@company.com,2023-01-01 18:54:00,1,7,0
user1460@company.com,user4030@company.com,2023-01-01 19:09:00,1,7,0
user5629@company.com,user9830@company.com,2023-01-01 18:06:00,0,7,0
user3935@company.com,user1195@company.com,2023-01-01 11:42:00,0,14,0
user4417@company.com,user2776@company.com,2023-01-01 08:51:00,1,7,0
user8530@company.com,user2428@company.com,2023-01-01 12:54:00,1,7,0
user5601@company.com,user1921@company.com,2023-01-01 11:14:00,1,7,0
user3569@company.com,user8878@company.com,2023-01-01 09:22:00,0,14,0
user928@company.com,user8638@company.com,2023-01-01 18:24:00,0,7,0
user9635@company.com,user2080@company.com,2023-01-01 07:22:00,0,14,0
user983@company.com,user3167@company.com,2023-01-01 11:44:00,0,14,0
user5896@company.com,user9703@company.com,2023-01-01 11:48:00,0,7,0
user2244@company.com,user8904@company.com,2023-01-01 10:18:00,0,7,0
user4643@company.com,user2496@company.com,2023-01-01 15:15:00,1,7,0
user2220@company.com,user7251@company.com,2023-01-01 07:26:00,0,14,0
user7309@company.com,user7904@company.com,2023-01-01 17:46:00,0,14,0
user4507@company.com,user9838@company.com,2023-01-01 14:25:00,1,7,0
user2340@company.com,user3796@company.com,2023-01-01 13:39:00,0,14,0
user8073@company.com,user763@company.com,2023-01-01 10:49:00,0,7,0
user5120@company.com,user2838@company.com,2023-01-01 09:14:00,1,7,0
user1140@company.com,user7529@company.com,2023-01-01 17:29:00,0,7,0
user2490@company.com,user1308@company.com,2023-01-01 17:06:00,1,12,0
user973@company.com,user591@company.com,2023-01-01 12:10:00,1,7,0
user5149@company.com,user6446@company.com,2023-01-01 07:39:00,0,14,0
user1550@company.com,user2610@company.com,2023-01-01 19:30:00,0,14,0
user7888@company.com,user2786@company.com,2023-01-01 07:36:00,0,7,0
user4726@company.com,user265@company.com,2023-01-01 09:28:00,0,14,0
user9421@company.com,user4442@company.com,2023-01-01 10:05:00,1,7,0
user2787@company.com,user1920@company.com,2023-01-01 08:48:00,0,7,0
user8026@company.com,user2011@company.com,2023-01-01 14:33:00,1,12,0
user3000@company.com,user5653@company.com,2023-01-01 17:25:00,0,14,0
user6032@company.com,user6678@company.com,2023-01-01 10:27:00,0,7,0
user8895@company.com,user6531@company.com,2023-01-01 11:42:00,1,12,0
user5540@company.com,user292@company.com,2023-01-01 11:48:00,1,7,0
user6155@company.com,user9419@company.com,2023-01-01 13:00:00,1,12,0
user2622@company.com,user8484@company.com,2023-01-01 12:14:00,1,12,0
user7993@company.com,user5070@company.com,2023-01-01 16:10:00,0,7,0
user1101@company.com,user8661@company.com,2023-01-01 14:04:00,0,14,0
user3305@company.com,user6732@company.com,2023-01-01 10:22:00,1,7,0
user3132@company.com,user1921@company.com,2023-01-01 10:15:00,0,14,0
user1511@company.com,user2317@company.com,2023-01-01 17:59:00,1,12,0
user853@company.com,user7157@company.com,2023-01-01 18:50:00,1,7,0
user5244@company.com,user5073@company.com,2023-01-01 14:56:00,0,7,0
user3356@company.com,user9359@company.com,2023-01-01 18:41:00,0,7,0
user321@company.com,user4573@company.com,2023-01-01 16:30:00,0,7,0
user1466@company.com,user297@company.com,2023-01-01 10:02:00,0,7,0
user3698@company.com,user7778@company.com,2023-01-01 16:38:00,0,14,0
user6630@company.com,user1163@company.com,2023-01-01 15:21:00,0,14,0
user2635@company.com,user7583@company.com,2023-01-01 13:28:00,0,14,0
user7024@company.com,user4217@company.com,2023-01-01 11:54:00,0,14,0
user9790@company.com,user3437@company.com,2023-01-01 19:01:00,1,7,0
user7884@company.com,user7211@company.com,2023-01-01 13:53:00,0,14,0
user4768@company.com,user202@company.com,2023-01-01 13:37:00,0,7,0
user6420@company.com,user364@company.com,2023-01-01 07:22:00,1,7,0
user2534@company.com,user9142@company.com,2023-01-01 13:13:00,1,7,0
user8004@company.com,user4601@company.com,2023-01-01 07:52:00,0,7,0
user8251@company.com,user5527@company.com,2023-01-01 08:28:00,1,7,0
user4351@company.com,user4865@company.com,2023-01-01 11:04:00,0,7,0
user8636@company.com,user8944@company.com,2023-01-01 09:20:00,0,7,0
user2966@company.com,user4021@company.com,2023-01-01 19:42:00,1,7,0
user5626@company.com,user2370@company.com,2023-01-01 13:14:00,1,12,0
user3369@company.com,user4020@company.com,2023-01-01 15:49:00,0,14,0
user6281@company.com,user1641@company.com,2023-01-01 14:30:00,0,7,0
user9841@company.com,user8397@company.com,2023-01-01 16:02:00,1,7,0
user3422@company.com,user8754@company.com,2023-01-01 18:05:00,0,14,0
user169@company.com,user6499@company.com,2023-01-01 10:06:00,0,14,0
user5163@company.com,user9768@company.com,2023-01-01 17:47:00,1,7,0
user458@company.com,user7563@company.com,2023-01-01 19:25:00,0,14,0
user4182@company.com,user78@company.com,2023-01-01 17:16:00,0,7,0
user7029@company.com,user8292@company.com,2023-01-01 14:07:00,1,12,0
user9768@company.com,user973@company.com,2023-01-01 14:50:00,0,7,0
user3693@company.com,user9116@company.com,2023-01-01 09:51:00,0,14,0
user933@company.com,user9834@company.com,2023-01-01 09:03:00,0,14,0
user1763@company.com,user1910@company.com,2023-01-01 11:38:00,0,7,0
user9859@company.com,user2260@company.com,2023-01-01 08:43:00,1,12,0
user9090@company.com,user5719@company.com,2023-01-01 07:36:00,0,7,0
user9866@company.com,user4579@company.com,2023-01-01 14:39:00,0,7,0
user8535@company.com,user3601@company.com,2023-01-01 17:24:00,1,7,0
user6405@company.com,user9863@company.com,2023-01-01 07:40:00,1,12,0
user1851@company.com,user229@company.com,2023-01-01 16:27:00,0,14,0
user3620@company.com,user3834@company.com,2023-01-01 15:46:00,0,7,0
user2419@company.com,user3434@company.com,2023-01-01 15:40:00,0,7,0
user2994@company.com,user3928@company.com,2023-01-01 12:13:00,1,12,0
user5191@company.com,user5339@company.com,2023-01-01 17:31:00,0,7,0
user7620@company.com,user609@company.com,2023-01-01 12:39:00,0,7,0
user5194@company.com,user461@company.com,2023-01-01 17:04:00,0,7,0
user8770@company.com,user7280@company.com,2023-01-01 09:02:00,1,12,0
user6578@company.com,user5898@company.com,2023-01-01 19:52:00,1,12,0
user8132@company.com,user6655@company.com,2023-01-01 14:46:00,1,12,0
user8959@company.com,user8265@company.com,2023-01-01 14:07:00,0,7,0
user163@company.com,user8395@company.com,2023-01-01 17:16:00,0,7,0
user3456@company.com,user9879@company.com,2023-01-01 14:08:00,0,14,0
user646@company.com,user6420@company.com,2023-01-01 18:27:00,0,7,0
user2131@company.com,user5483@company.com,2023-01-01 13:32:00,0,7,0
user8862@company.com,user6160@company.com,2023-01-01 12:28:00,1,7,0
user8215@company.com,user9603@company.com,2023-01-01 19:49:00,0,7,0
user6566@company.com,user7625@company.com,2023-01-01 17:01:00,1,12,0
user1076@company.com,user9295@company.com,2023-01-01 18:54:00,1,12,0
user5866@company.com,user135@company.com,2023-01-01 07:13:00,0,7,0
user1260@company.com,user4896@company.com,2023-01-01 17:03:00,1,7,0
user3359@company.com,user9148@company.com,2023-01-01 15:00:00,0,14,0
user5793@company.com,user3351@company.com,2023-01-01 08:22:00,0,14,0
user171@company.com,user5905@company.com,2023-01-01 18:34:00,0,7,0
user6077@company.com,user3117@company.com,2023-01-01 11:44:00,0,7,0
user5257@company.com,user9089@company.com,2023-01-01 11:50:00,0,7,0
user5414@company.com,user5380@company.com,2023-01-01 13:04:00,1,7,0
user1037@company.com,user7234@company.com,2023-01-01 15:19:00,0,7,0
user7394@company.com,user6390@company.com,2023-01-01 07:06:00,0,7,0
user3248@company.com,user3063@company.com,2023-01-01 19:22:00,1,12,0
user9351@company.com,user8381@company.com,2023-01-01 08:44:00,1,12,0
user9772@company.com,user5818@company.com,2023-01-01 18:42:00,0,7,0
user5999@company.com,user2449@company.com,2023-01-01 11:43:00,1,12,0
user9720@company.com,user3116@company.com,2023-01-01 19:43:00,1,12,0
user848@company.com,user4265@company.com,2023-01-01 19:45:00,0,7,0
user5375@company.com,user9384@company.com,2023-01-01 16:01:00,1,7,0
user119@company.com,user1130@company.com,2023-01-01 16:59:00,0,7,0
user9394@company.com,user5125@company.com,2023-01-01 18:51:00,0,7,0
user9413@company.com,user8350@company.com,2023-01-01 08:45:00,0,7,0
user4768@company.com,user3865@company.com,2023-01-01 18:11:00,1,7,0
user5039@company.com,user5932@company.com,2023-01-01 14:45:00,1,7,0
user3836@company.com,user5112@company.com,2023-01-01 17:11:00,1,7,0
user9682@company.com,user5815@company.com,2023-01-01 17:04:00,0,7,0
user2556@company.com,user9126@company.com,2023-01-01 13:48:00,0,7,0
user5470@company.com,user2333@company.com,2023-01-01 16:48:00,0,7,0
user8213@company.com,user2629@company.com,2023-01-01 08:03:00,1,12,0
user2527@company.com,user8825@company.com,2023-01-01 13:35:00,1,7,0
user2222@company.com,user1616@company.com,2023-01-01 17:02:00,0,14,0
user7490@company.com,user3671@company.com,2023-01-01 12:38:00,0,14,0
user1252@company.com,user3315@company.com,2023-01-01 09:46:00,1,7,0
user7562@company.com,user374@company.com,2023-01-01 17:48:00,1,7,0
user4703@company.com,user1386@company.com,2023-01-01 19:16:00,0,7,0
user2348@company.com,user2434@company.com,2023-01-01 11:48:00,0,7,0
user300@company.com,user3003@company.com,2023-01-01 12:39:00,1,7,0
user8263@company.com,user8556@company.com,2023-01-01 15:23:00,1,7,0
user7271@company.com,user3424@company.com,2023-01-01 16:54:00,0,7,0
user9922@company.com,user8001@company.com,2023-01-01 11:10:00,1,12,0
user123@company.com,user8906@company.com,2023-01-01 12:22:00,0,14,0
user2221@company.com,user6444@company.com,2023-01-01 09:48:00,1,7,0
user9616@company.com,user1794@company.com,2023-01-01 11:48:00,0,7,0
user5192@company.com,user3568@company.com,2023-01-01 19:36:00,1,7,0
user9754@company.com,user5220@company.com,2023-01-01 13:38:00,0,14,0
user7618@company.com,user2649@company.com,2023-01-01 07:30:00,0,14,0
user4052@company.com,user7134@company.com,2023-01-01 18:31:00,0,7,0
user9130@company.com,user8252@company.com,2023-01-01 16:50:00,0,7,0
user7770@company.com,user3175@company.com,2023-01-01 13:14:00,0,14,0
user1577@company.com,user5654@company.com,2023-01-01 17:11:00,1,12,0
user7919@company.com,user3292@company.com,2023-01-01 14:18:00,0,7,0
user1525@company.com,user2014@company.com,2023-01-01 15:19:00,1,7,0
